countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c
Poland,POL,2011,32308457,High income,High income,all,all,0.701942895,0.701942895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179873783,0.179873783,NA,NA
Portugal,PRT,2011,8967347,High income,High income,all,all,0.812294253,0.812294253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255567137,0.255567137,NA,NA
Qatar,QAT,2011,1392286,High income,High income,all,all,0.658753853,0.658753853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253823204,0.253823204,NA,NA
Romania,ROU,2011,17058580,High income,High income,all,all,0.445916228,0.445916228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086877766,0.086877766,NA,NA
Russian Federation,RUS,2011,121177141,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.481784885,0.481784885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108779605,0.108779605,NA,NA
Rwanda,RWA,2011,5941330,Sub-Saharan Africa (excluding high income),Low income,all,all,0.327638222,0.327638222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178392693,0.178392693,NA,NA
Saudi Arabia,SAU,2011,17354530,High income,High income,all,all,0.464206603,0.464206603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172411915,0.172411915,NA,NA
Senegal,SEN,2011,7243499,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.05821141,0.05821141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037166106,0.037166106,NA,NA
Serbia,SRB,2011,6237019,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.622162233,0.622162233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031671393,0.031671393,NA,NA
Sierra Leone,SLE,2011,3534329,Sub-Saharan Africa (excluding high income),Low income,all,all,0.153417554,0.153417554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144904517,0.144904517,NA,NA
Singapore,SGP,2011,4359214,High income,High income,all,all,0.982218923,0.982218923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58409903,0.58409903,NA,NA
Slovak Republic,SVK,2011,4557830,High income,High income,all,all,0.795830118,0.795830118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368434613,0.368434613,NA,NA
Slovenia,SVN,2011,1758964,High income,High income,all,all,0.971437133,0.971437133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28852533,0.28852533,NA,NA
South Africa,ZAF,2011,36953226,Sub-Saharan Africa (excluding high income),Upper middle income,all,all,0.536450756,0.536450756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220800266,0.220800266,NA,NA
Spain,ESP,2011,39626900,High income,High income,all,all,0.93277603,0.93277603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350472781,0.350472781,NA,NA
Sri Lanka,LKA,2011,15571720,South Asia (excluding high income),Lower middle income,all,all,0.685261647,0.685261647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280905886,0.280905886,NA,NA
Sudan,SDN,2011,19614991,Sub-Saharan Africa (excluding high income),Low income,all,all,0.068997979,0.068997979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034092668,0.034092668,NA,NA
Sweden,SWE,2011,7820937,High income,High income,all,all,0.989919498,0.989919498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63584492,0.63584492,NA,NA
Syrian Arab Republic,SYR,2011,14356499,Middle East & North Africa (excluding high income),Low income,all,all,0.232530858,0.232530858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05063747,0.05063747,NA,NA
"Taiwan, China",TWN,2011,19429474,High income,High income,all,all,0.87314893,0.87314893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457172983,0.457172983,NA,NA
Tajikistan,TJK,2011,4834891,Europe & Central Asia (excluding high income),Lower middle income,all,all,0.025348573,0.025348573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002868796,0.002868796,NA,NA
Tanzania,TZA,2011,24470055,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.172577675,0.172577675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119130725,0.119130725,NA,NA
Thailand,THA,2011,54766867,East Asia & Pacific (excluding high income),Upper middle income,all,all,0.726664359,0.726664359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428025953,0.428025953,NA,NA
Togo,TGO,2011,3932998,Sub-Saharan Africa (excluding high income),Low income,all,all,0.101852403,0.101852403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036306082,0.036306082,NA,NA
Trinidad and Tobago,TTO,2011,1050120,High income,High income,all,all,0.759220595,0.759220595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444097414,0.444097414,NA,NA
Turkiye,TUR,2011,54201890,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.576014258,0.576014258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041687575,0.041687575,NA,NA
Turkmenistan,TKM,2011,3877998,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.004049115,0.004049115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001172974,0.001172974,NA,NA
Uganda,UGA,2011,16363076,Sub-Saharan Africa (excluding high income),Low income,all,all,0.204614192,0.204614192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163309892,0.163309892,NA,NA
Ukraine,UKR,2011,39900312,Europe & Central Asia (excluding high income),Lower middle income,all,all,0.412685749,0.412685749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054113758,0.054113758,NA,NA
United Arab Emirates,ARE,2011,5710622,High income,High income,all,all,0.597323703,0.597323703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191560681,0.191560681,NA,NA
United Kingdom,GBR,2011,51619966,High income,High income,all,all,0.972012849,0.972012849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437993368,0.437993368,NA,NA
United States,USA,2011,248390172,High income,High income,all,all,0.879578659,0.879578659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503978712,0.503978712,NA,NA
Uruguay,URY,2011,2578893,High income,High income,all,all,0.235426009,0.235426009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056924731,0.056924731,NA,NA
Uzbekistan,UZB,2011,20171292,Europe & Central Asia (excluding high income),Lower middle income,all,all,0.22503919,0.22503919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008212499,0.008212499,NA,NA
"Venezuela, RB",VEN,2011,20199432,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.441166616,0.441166616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135692886,0.135692886,NA,NA
Viet Nam,VNM,2011,65955596,East Asia & Pacific (excluding high income),Lower middle income,all,all,0.213694927,0.213694927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07740848,0.07740848,NA,NA
West Bank and Gaza,PSE,2011,2199701,Middle East & North Africa (excluding high income),Lower middle income,all,all,0.194280315,0.194280315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054776251,0.054776251,NA,NA
"Yemen, Rep.",YEM,2011,15109759,Middle East & North Africa (excluding high income),Low income,all,all,0.036599538,0.036599538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010739769,0.010739769,NA,NA
Zambia,ZMB,2011,7506102,Sub-Saharan Africa (excluding high income),Low income,all,all,0.213649092,0.213649092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117658527,0.117658527,NA,NA
Zimbabwe,ZWE,2011,7608011,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.396512089,0.396512089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172682399,0.172682399,NA,NA
Afghanistan,AFG,2014,16708999,South Asia (excluding high income),Low income,all,all,0.099610012,0.099610012,0.003044038,0.34861543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035663948,0.035663948,NA,0.07967096
Albania,ALB,2014,2322032,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.379863523,0.379863523,NA,0.567801993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074827391,0.074827391,NA,0.031953385
Algeria,DZA,2014,27628433,Middle East & North Africa (excluding high income),Lower middle income,all,all,0.504757907,0.504757907,NA,0.257866151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137746386,0.137746386,NA,0.034375947
Angola,AGO,2014,14342950,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.293181213,0.293181213,NA,0.308385324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148604072,0.148604072,NA,0.11930153
Argentina,ARG,2014,31872846,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.501972945,0.501972945,0.004323196,0.337041815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040760778,0.040760778,NA,0.016991445
Armenia,ARM,2014,2428128,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.176690647,0.172399639,0.006578374,0.480211182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164467,0.0164467,NA,0.048448481
Australia,AUS,2014,18749193,High income,High income,all,all,0.988595664,0.988595664,NA,0.761014285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614276088,0.614276088,NA,0
Austria,AUT,2014,7260944,High income,High income,all,all,0.967340576,0.967340576,NA,0.572644582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603710534,0.603710534,NA,0
Azerbaijan,AZE,2014,7283305,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.291514931,0.291514931,NA,0.4978431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053320149,0.053320149,NA,0.015732985
Bahrain,BHR,2014,1005566,High income,High income,all,all,0.819393439,0.819393439,NA,0.677819992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34683999,0.34683999,NA,0
Bangladesh,BGD,2014,105778630,South Asia (excluding high income),Lower middle income,all,all,0.309908189,0.291421029,0.026917143,0.48370029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07446175,0.07446175,NA,0.052270774
Belarus,BLR,2014,7971997,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.719849861,0.719849861,NA,0.426200324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148760173,0.148760173,NA,0.011568382
Belgium,BEL,2014,9263588,High income,High income,all,all,0.981257531,0.981257531,NA,0.553635781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555091505,0.555091505,NA,0
Belize,BLZ,2014,228016,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.482092497,0.482092497,NA,0.551699989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220847898,0.220847898,NA,0.098057707
Benin,BEN,2014,6043333,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.166208335,0.159799342,0.020227271,0.39682998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071440316,0.071440316,NA,0.368034363
Bhutan,BTN,2014,523289,South Asia (excluding high income),Lower middle income,all,all,0.33665913,0.33665913,NA,0.18382644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22568416,0.22568416,NA,0.011116457
Bolivia,BOL,2014,7120716,Latin America & Caribbean (excluding high income),Lower middle income,all,all,0.417967196,0.407108203,0.027771435,0.370549839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235315402,0.235315402,NA,0.142006852
Bosnia and Herzegovina,BIH,2014,3077307,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.526850299,0.526850299,NA,0.279203442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088216857,0.088216857,NA,0.02387139
Botswana,BWA,2014,1405268,Sub-Saharan Africa (excluding high income),Upper middle income,all,all,0.519645703,0.492435843,0.207515244,0.699955837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266092261,0.266092261,NA,0.354139042
Brazil,BRA,2014,152293155,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.681231585,0.681231585,0.008577455,0.402734976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123291612,0.123291612,NA,0.035128125
Bulgaria,BGR,2014,6271977,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.629868277,0.629868277,NA,0.362125075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143409021,0.143409021,NA,0.007661304
Burkina Faso,BFA,2014,9623020,Sub-Saharan Africa (excluding high income),Low income,all,all,0.143575961,0.134244859,0.030809696,0.467622848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086610805,0.086610805,NA,0.179869147
Burundi,BDI,2014,5630929,Sub-Saharan Africa (excluding high income),Low income,all,all,0.071057586,0.069434607,0.007463846,0.604141932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040010735,0.040010735,NA,0.081282845
Cambodia,KHM,2014,10284331,East Asia & Pacific (excluding high income),Lower middle income,all,all,0.221652658,0.125564942,0.132945547,0.620573997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035848785,0.035848785,NA,0.141119366
Cameroon,CMR,2014,12084831,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.121777347,0.113510369,0.017966049,0.566898552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077155965,0.077155965,NA,0.346438277
Canada,CAN,2014,29372810,High income,High income,all,all,0.99103328,0.99103328,NA,0.850342948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626296311,0.626296311,NA,0
Chad,TCD,2014,7035329,Sub-Saharan Africa (excluding high income),Low income,all,all,0.124333451,0.076994981,0.057501066,0.410172333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046294198,0.046294198,NA,0.201308715
Chile,CHL,2014,14064832,High income,High income,all,all,0.632588778,0.632107562,0.037898508,0.397889841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150060007,0.150060007,NA,0.018370397
China,CHN,2014,1113693456,East Asia & Pacific (excluding high income),Upper middle income,all,all,0.789652608,0.789652608,NA,0.43193229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411047881,0.411047881,NA,0.024469762
Colombia,COL,2014,34309704,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.389990168,0.383533374,0.02212442,0.431373537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122532611,0.122532611,NA,0.054011225
"Congo, Dem. Rep.",COD,2014,40959603,Sub-Saharan Africa (excluding high income),Low income,all,all,0.174769844,0.10907591,0.092086641,0.570768841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04721767,0.04721767,NA,0.153833096
"Congo, Rep.",COG,2014,2849454,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.170695977,0.166836554,0.01985446,0.421957072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097864835,0.097864835,NA,0.241037662
Costa Rica,CRI,2014,3611461,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.645530648,0.645530648,NA,0.441616551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241923676,0.241923676,NA,0.065063537
Cote d'Ivoire,CIV,2014,13848553,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.343220227,0.151362557,0.242613766,0.486918708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088518115,0.088518115,NA,0.228770463
Croatia,HRV,2014,3606895,High income,High income,all,all,0.860250964,0.860250964,NA,0.614047593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272831374,0.272831374,NA,0.097529637
Cyprus,CYP,2014,991903,High income,High income,all,all,0.901502022,0.901502022,NA,0.485548283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219591256,0.219591256,NA,0
Czechia,CZE,2014,8944904,High income,High income,all,all,0.821782079,0.821782079,NA,0.42180053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3757027,0.3757027,NA,0.038262343
Denmark,DNK,2014,4641892,High income,High income,all,all,1,1,NA,0.525467593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646883962,0.646883962,NA,0
Dominican Republic,DOM,2014,7152325,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.540909896,0.53986396,0.023180556,0.558611544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265232821,0.265232821,NA,0.142461118
Ecuador,ECU,2014,11054660,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.462124251,0.462124251,NA,0.256366685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142630865,0.142630865,NA,0.013759174
"Egypt, Arab Rep.",EGY,2014,63009609,Middle East & North Africa (excluding high income),Lower middle income,all,all,0.14126797,0.13651753,0.011449442,0.351519807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040831171,0.040831171,NA,0.118095044
El Salvador,SLV,2014,4304307,Latin America & Caribbean (excluding high income),Lower middle income,all,all,0.367197118,0.346347202,0.045567878,0.456650879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140072473,0.140072473,NA,0.070298907
Estonia,EST,2014,1110561,High income,High income,all,all,0.97671671,0.97671671,NA,0.48558247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316414414,0.316414414,NA,0.017864453
Ethiopia,ETH,2014,55109169,Sub-Saharan Africa (excluding high income),Low income,all,all,0.217915817,0.217915817,2.79E-04,0.435200472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13634677,0.13634677,NA,0.298020816
Finland,FIN,2014,4545771,High income,High income,all,all,1,1,NA,0.68227904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569632201,0.569632201,NA,0
France,FRA,2014,53825137,High income,High income,all,all,0.965827529,0.965827529,NA,0.511122073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521612193,0.521612193,NA,0
Gabon,GAB,2014,1209169,Sub-Saharan Africa (excluding high income),Upper middle income,all,all,0.330141832,0.301545536,0.066484249,0.397186599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180087521,0.180087521,NA,0.247410934
Georgia,GEO,2014,3020250,Europe & Central Asia (excluding high income),Upper middle income,all,all,0.396650699,0.396650699,NA,0.366455292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009557272,0.009557272,NA,0.012012358
Germany,DEU,2014,69974132,High income,High income,all,all,0.987604067,0.987604067,NA,0.551508826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579046863,0.579046863,NA,0
Ghana,GHA,2014,16743744,Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.405057942,0.346183758,0.130065504,0.366596765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185901848,0.185901848,NA,0.215178311
Greece,GRC,2014,9357686,High income,High income,all,all,0.875186471,0.875186471,NA,0.324195807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126176506,0.126176506,NA,0.006878299
Guatemala,GTM,2014,9616393,Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.413492185,0.407867284,0.017702767,0.452081432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151463331,0.151463331,NA,0.117717201
Guinea,GIN,2014,6293415,Sub-Saharan Africa (excluding high income),Low income,all,all,0.069600173,0.061701273,0.014732857,0.525215609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028744799,0.028744799,NA,0.187030916
Haiti,HTI,2014,6636287,Latin America & Caribbean (excluding high income),Lower middle income,all,all,0.188586778,0.174960995,0.037826898,0.476573556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093774578,0.093774578,NA,0.048828579
Honduras,HND,2014,5672647,Latin America & Caribbean (excluding high income),Lower middle income,all,all,0.314863604,0.300436578,0.034087009,0.430918852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145367703,0.145367703,NA,0.053550715
"Hong Kong SAR, China",HKG,2014,6342961,High income,High income,all,all,0.961476401,0.961476401,NA,0.676181828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500396494,0.500396494,NA,0
Hungary,HUN,2014,8464202,High income,High income,all,all,0.722568274,0.722568274,NA,0.361848436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192970004,0.192970004,NA,0.022864087
India,IND,2014,907853291,South Asia (excluding high income),Lower middle income,all,all,0.5314155,0.527538087,0.023522101,0.477883932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143600888,0.143600888,NA,0.087819779
Indonesia,IDN,2014,185894322,East Asia & Pacific (excluding high income),Lower middle income,all,all,0.360589893,0.359473605,0.004496315,0.568361366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265630511,0.265630511,NA,0.252251858
"Iran, Islamic Rep.",IRN,2014,61676328,Middle East & North Africa (excluding high income),Lower middle income,all,all,0.922802533,0.921752207,0.044956916,0.818403576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216327977,0.216327977,NA,0.064762514
Iraq,IRQ,2014,20884823,Middle East & North Africa (excluding high income),Upper middle income,all,all,0.109723491,0.109723491,NA,0.694200751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035262082,0.035262082,NA,0.169184688
